MovieId,ImdbId,Director,Cast
1,114709,John Lasseter,Tom Hanks|Tim Allen|Don Rickles|See full cast &amp; crew|
973,33891,Frank Borzage,Gary Cooper|Helen Hayes|Adolphe Menjou|See full cast &amp; crew|
976,22879,Thaddeus O'Sullivan,Ian Hart|John Lynch|James Frain|See full cast &amp; crew|
979,114007,Darrell Roodt,Ice Cube|Elizabeth Hurley|Thokozani Nkosi|See full cast &amp; crew|
981,118927,Joshua Logan,William Holden|Kim Novak|Betty Field|See full cast &amp; crew|
982,48491,Richard Schenkman,Adrian Pasdar|Paige Turco|Arabella Field|See full cast &amp; crew|
984,117357,Carroll Ballard,Jeff Daniels|Anna Paquin|Dana Delany|See full cast &amp; crew|
986,116329,Lance Young,Craig Sheffer|Terence Stamp|Sheryl Lee|See full cast &amp; crew|
987,118742,Allison Anders,Illeana Douglas|John Turturro|Sissy Boyd|See full cast &amp; crew|
988,116442,Ringo Lam,Jean-Claude Van Damme|Natasha Henstridge|Jean-Hugues Anglade|See full cast &amp; crew|
990,117011,Neil Jordan,Liam Neeson|Aidan Quinn|Julia Roberts|See full cast &amp; crew|
991,117039,Matthew Broderick,Matthew Broderick|Patricia Arquette|Jeffrey Force|See full cast &amp; crew|
993,116635,Campbell Scott,Tony Shalhoub|Stanley Tucci|Marc Anthony|See full cast &amp; crew|
994,115678,Walter Hill,Bruce Willis|Bruce Dern|William Sanderson|See full cast &amp; crew|
996,116830,F. Gary Gray,Jada Pinkett Smith|Queen Latifah|Vivica A. Fox|See full cast &amp; crew|
998,117603,John Herzfeld,Teri Hatcher|Jeff Daniels|Danny Aiello|See full cast &amp; crew|
999,115438,Michael Apted,Hugh Grant|Gene Hackman|Sarah Jessica Parker|See full cast &amp; crew|
1003,116259,John Gray,Steven Seagal|Keenen Ivory Wayans|Bob Gunton|See full cast &amp; crew|
1004,116421,Robert Lieberman,Emilio Estevez|Jeffrey Nordling|David Selby|See full cast &amp; crew|
1005,116000,James Foley,Chris O'Donnell|Gene Hackman|Faye Dunaway|See full cast &amp; crew|
1006,115862,Norman Tokar,Bill Bixby|Susan Clark|Don Knotts|See full cast &amp; crew|
1007,72653,Norman Foster,Fess Parker|Buddy Ebsen|Basil Ruysdael|See full cast &amp; crew|
1008,47977,John Hough,Eddie Albert|Ray Milland|Donald Pleasence|See full cast &amp; crew|
1009,72951,Robert Stevenson,Dean Jones|Michele Lee|David Tomlinson|See full cast &amp; crew|
1010,64603,Robert Stevenson,Helen Hayes|Ken Berry|Stefanie Powers|See full cast &amp; crew|
1011,71607,Robert Stevenson,Dorothy McGuire|Fess Parker|Tommy Kirk|See full cast &amp; crew|
1012,50798,David Swift,Hayley Mills|Maureen O'Hara|Brian Keith|See full cast &amp; crew|
1013,55277,David Swift,Jane Wyman|Hayley Mills|Richard Egan|See full cast &amp; crew|
1014,54195,Duwayne Dunham,Michael J. Fox|Sally Field|Don Alder|See full cast &amp; crew|
1015,107131,Charles Barton,Fred MacMurray|Jean Hagen|Tommy Kirk|See full cast &amp; crew|
1016,53271,Ken Annakin,John Mills|Dorothy McGuire|James MacArthur|See full cast &amp; crew|
1017,54357,Robert Stevenson,Hayley Mills|Dean Jones|Dorothy Provine|See full cast &amp; crew|
1018,59793,Richard Fleischer,Kirk Douglas|James Mason|Paul Lukas|See full cast &amp; crew|
1019,46672,Jon Turteltaub,John Candy|Leon|Doug E. Doug|See full cast &amp; crew|
1020,106611,William Dear,Danny Glover|Brenda Fricker|Tony Danza|See full cast &amp; crew|
1021,109127,Clyde Geronimi,Ilene Woods|James MacDonald|Eleanor Audley|See full cast &amp; crew|
1022,42332,Wolfgang Reitherman,Sebastian Cabot|Sterling Holloway|John Fiedler|See full cast &amp; crew|
1023,63819,Norman Ferguson,Aurora Miranda|Carmen Molina|Dora Luz|See full cast &amp; crew|
1024,38166,Wolfgang Reitherman,Rickie Sorensen|Sebastian Cabot|Karl Swenson|See full cast &amp; crew|
1025,57546,Kevin Reynolds,Kevin Costner|Morgan Freeman|Mary Elizabeth Mastrantonio|See full cast &amp; crew|
1027,102798,Robert Stevenson,Julie Andrews|Dick Van Dyke|David Tomlinson|See full cast &amp; crew|
1028,58331,Samuel Armstrong,Sterling Holloway|Edward Brophy|Herman Bing|See full cast &amp; crew|
1029,33563,Don Chaffey,Sean Marshall|Helen Reddy|Jim Dale|See full cast &amp; crew|
1030,76538,Robert Stevenson,Angela Lansbury|David Tomlinson|Roddy McDowall|See full cast &amp; crew|
1031,66817,Clyde Geronimi,Kathryn Beaumont|Ed Wynn|Richard Haydn|See full cast &amp; crew|
1032,43274,Ted Berman,Mickey Rooney|Kurt Russell|Pearl Bailey|See full cast &amp; crew|
1033,82406,Matthew Bright,Reese Witherspoon|Kiefer Sutherland|Bokeem Woodbine|See full cast &amp; crew|
1034,116361,Robert Wise,Julie Andrews|Christopher Plummer|Eleanor Parker|See full cast &amp; crew|
1035,59742,John McTiernan,Bruce Willis|Alan Rickman|Bonnie Bedelia|See full cast &amp; crew|
1036,95016,Brett Leonard,Jeff Fahey|Pierce Brosnan|Jenny Wright|See full cast &amp; crew|
1037,104692,Christopher Hampton,Bob Hoskins|Patricia Arquette|Gérard Depardieu|See full cast &amp; crew|
1040,117582,Mike Leigh,Timothy Spall|Brenda Blethyn|Phyllis Logan|See full cast &amp; crew|
1041,117589,Tom Hanks,Tom Hanks|Liv Tyler|Charlize Theron|See full cast &amp; crew|
1042,117887,Michael Pressman,Peter Gallagher|Michelle Pfeiffer|Claire Danes|See full cast &amp; crew|
1043,117924,Hettie Macdonald,Glen Berry|Linda Henry|Scott Neal|See full cast &amp; crew|
1046,115640,Renny Harlin,Geena Davis|Samuel L. Jackson|Yvonne Zima|See full cast &amp; crew|
1047,116908,Stephen Hopkins,Michael Douglas|Val Kilmer|Tom Wilkinson|See full cast &amp; crew|
1049,116409,Al Pacino,Al Pacino|Alec Baldwin|Kevin Spacey|See full cast &amp; crew|
1050,116913,Steve Buscemi,Steve Buscemi|Carol Kane|Mark Boone Junior|See full cast &amp; crew|
1051,117958,John McNaughton,Ashley Judd|Luke Perry|Bruce A. Young|See full cast &amp; crew|
1053,117202,Spike Lee,Ossie Davis|Charles S. Dutton|Andre Braugher|See full cast &amp; crew|
1054,116404,George P. Cosmatos,Charlie Sheen|Donald Sutherland|Linda Hamilton|See full cast &amp; crew|
1055,120107,Michael Winterbottom,Christopher Eccleston|Kate Winslet|Liam Cunningham|See full cast &amp; crew|
1056,116722,Woody Allen,Woody Allen|Goldie Hawn|Julia Roberts|See full cast &amp; crew|
1057,116242,Baz Luhrmann,Leonardo DiCaprio|Claire Danes|John Leguizamo|See full cast &amp; crew|
1059,117509,Doug Liman,Vince Vaughn|Heather Graham|Jon Favreau|See full cast &amp; crew|
1060,117802,Barry Levinson,Robert De Niro|Kevin Bacon|Brad Pitt|See full cast &amp; crew|
1061,117665,Tad Stones,Scott Weinger|Robin Williams|John Rhys-Davies|See full cast &amp; crew|
1064,115491,Mark Sandrich,Fred Astaire|Ginger Rogers|Edward Everett Horton|See full cast &amp; crew|
1066,29546,Edward Dmytryk,Robert Young|Robert Mitchum|Robert Ryan|See full cast &amp; crew|
1068,39286,Mel Stuart,Gene Wilder|Jack Albertson|Peter Ostrum|See full cast &amp; crew|
1073,67992,Jack Clayton,Deborah Kerr|Peter Wyngarde|Megs Jenkins|See full cast &amp; crew|
1076,55018,Woody Allen,Woody Allen|Diane Keaton|John Beck|See full cast &amp; crew|
1077,70707,Woody Allen,Woody Allen|Louise Lasser|Carlos Montalbán|See full cast &amp; crew|
1078,66808,Charles Crichton,John Cleese|Jamie Lee Curtis|Kevin Kline|See full cast &amp; crew|
1079,95159,Terry Jones,Graham Chapman|John Cleese|Michael Palin|See full cast &amp; crew|
1080,79470,Blake Edwards,Julie Andrews|James Garner|Robert Preston|See full cast &amp; crew|
1081,84865,Michael Ritchie,Robert Redford|Peter Boyle|Melvyn Douglas|See full cast &amp; crew|
1082,68334,Blake Edwards,Tony Curtis|Natalie Wood|Jack Lemmon|See full cast &amp; crew|
1083,59243,Arthur Penn,Warren Beatty|Faye Dunaway|Michael J. Pollard|See full cast &amp; crew|
1084,61418,John Sturges,Spencer Tracy|Felipe Pazos|Harry Bellaver|See full cast &amp; crew|
1085,52027,Alfred Hitchcock,Ray Milland|Grace Kelly|Robert Cummings|See full cast &amp; crew|
1086,46912,Emile Ardolino,Patrick Swayze|Jennifer Grey|Jerry Orbach|See full cast &amp; crew|
1088,92890,Quentin Tarantino,Harvey Keitel|Tim Roth|Michael Madsen|See full cast &amp; crew|
1089,105236,Oliver Stone,Charlie Sheen|Tom Berenger|Willem Dafoe|See full cast &amp; crew|
1090,91763,Ted Kotcheff,Andrew McCarthy|Jonathan Silverman|Catherine Mary Stewart|See full cast &amp; crew|
1091,98627,Paul Verhoeven,Michael Douglas|Sharon Stone|George Dzundza|See full cast &amp; crew|
1092,103772,Oliver Stone,Val Kilmer|Meg Ryan|Kyle MacLachlan|See full cast &amp; crew|
1093,101761,Neil Jordan,Stephen Rea|Jaye Davidson|Forest Whitaker|See full cast &amp; crew|
1094,104036,James Foley,Al Pacino|Jack Lemmon|Alec Baldwin|See full cast &amp; crew|
1095,104348,Alan J. Pakula,Meryl Streep|Kevin Kline|Peter MacNicol|See full cast &amp; crew|
1096,84707,Steven Spielberg,Henry Thomas|Drew Barrymore|Peter Coyote|See full cast &amp; crew|
1097,83866,Edwin L. Marin,Reginald Owen|Gene Lockhart|Kathleen Lockhart|See full cast &amp; crew|
1099,29992,Tony Scott,Tom Cruise|Nicole Kidman|Robert Duvall|See full cast &amp; crew|
1100,99371,Tony Scott,Tom Cruise|Tim Robbins|Kelly McGillis|See full cast &amp; crew|
1101,92099,Nicholas Ray,James Dean|Natalie Wood|Sal Mineo|See full cast &amp; crew|
1103,48545,Elia Kazan,Vivien Leigh|Marlon Brando|Kim Hunter|See full cast &amp; crew|
1104,44081,Greg Spence,Naomi Watts|Jamie Renée Smith|Karen Black|See full cast &amp; crew|
1105,115885,Erik Burke,Brendan Kelly|John Salemmo|Nadine Miral|See full cast &amp; crew|
1107,102336,Claude Nuridsany,Kristin Scott Thomas|Jacques Perrin|
1111,117040,Alan Taylor,William Forsythe|Vincent Gallo|Adam Trese|See full cast &amp; crew|
1112,117284,Abel Ferrara,Christopher Walken|Chris Penn|Annabella Sciorra|See full cast &amp; crew|
1114,116378,Benoît Jacquot,Virginie Ledoyen|Benoît Magimel|Dominique Valadié|See full cast &amp; crew|
1116,113057,Jaco Van Dormael,Daniel Auteuil|Pascal Duquenne|Miou-Miou|See full cast &amp; crew|
1117,116581,Peter Cohn,Richard Lewis|Liza Harris|Liam Ahern|See full cast &amp; crew|
1119,112907,Milos Forman,Woody Harrelson|Courtney Love|Edward Norton|See full cast &amp; crew|
1120,117318,Rich Wilkes,Ben Affleck|Sam Rockwell|Megan Ward|See full cast &amp; crew|
1121,116422,R.J. Cutler,Don Baker|Mark Goodin|Mark Merritt|See full cast &amp; crew|
1123,117320,Mark Rydell,Katharine Hepburn|Henry Fonda|Jane Fonda|See full cast &amp; crew|
1124,82846,Blake Edwards,Peter Sellers|Christopher Plummer|Catherine Schell|See full cast &amp; crew|
1125,72081,Ate de Jong,Phoebe Cates|Rik Mayall|Marsha Mason|See full cast &amp; crew|
1126,101775,James Cameron,Ed Harris|Mary Elizabeth Mastrantonio|Michael Biehn|See full cast &amp; crew|
1127,96754,John Carpenter,Adrienne Barbeau|Jamie Lee Curtis|Janet Leigh|See full cast &amp; crew|
1128,80749,John Carpenter,Kurt Russell|Lee Van Cleef|Ernest Borgnine|See full cast &amp; crew|
1129,82340,Joe Dante,Dee Wallace|Patrick Macnee|Dennis Dugan|See full cast &amp; crew|
1130,82533,Claude Berri,Yves Montand|Gérard Depardieu|Daniel Auteuil|See full cast &amp; crew|
1131,91288,Claude Berri,Yves Montand|Emmanuelle Béart|Daniel Auteuil|See full cast &amp; crew|
1132,91480,Howard Zieff,Goldie Hawn|Eileen Brennan|Armand Assante|See full cast &amp; crew|
1135,81375,Terry Gilliam,Graham Chapman|John Cleese|Eric Idle|See full cast &amp; crew|
1136,71853,Rick Castro,Tony Ward|Bruce La Bruce|Kevin P. Scott|See full cast &amp; crew|
1137,116587,Michael Ray Rhodes,Moira Kelly|Martin Sheen|Lenny von Dohlen|See full cast &amp; crew|
1140,116212,Susan Warms Dryfoos,Julie Andrews|Lauren Bacall|Carol Channing|See full cast &amp; crew|
1144,116886,Leon Gast,Muhammad Ali|George Foreman|Don King|See full cast &amp; crew|
1147,118147,Nick Park,Peter Sallis|Peter Hawkins|
1148,108598,Daniel Vigne,Gérard Depardieu|Nathalie Baye|Maurice Barrier|See full cast &amp; crew|
1150,84589,Jan Svankmajer,Petr Cepek|Jan Kraus|Vladimír Kudla|See full cast &amp; crew|
1151,109781,Vittorio De Sica,Emilio Cigoli|Luciano De Ambrosis|Isa Pola|See full cast &amp; crew|
1156,34493,Volker Schlöndorff,David Bennent|Mario Adorf|Angela Winkler|See full cast &amp; crew|
1161,78875,Peter Medak,Peter O'Toole|Alastair Sim|Arthur Lowe|See full cast &amp; crew|
1162,69198,Martine Dugowson,Romane Bohringer|Elsa Zylberstein|Florence Thomassin|See full cast &amp; crew|
1163,110521,Garry Marshall,Greg Kinnear|Laurie Metcalf|Maria Pitillo|See full cast &amp; crew|
1167,116059,Phillip Rhee,Phillip Rhee|Christopher McDonald|Gina Gershon|See full cast &amp; crew|
1170,112483,Tim Robbins,Tim Robbins|Giancarlo Esposito|Alan Rickman|See full cast &amp; crew|
1171,103850,Giuseppe Tornatore,Philippe Noiret|Enzo Cannavale|Antonella Attili|See full cast &amp; crew|
1172,95765,Peter Greenaway,Richard Bohringer|Michael Gambon|Helen Mirren|See full cast &amp; crew|
1173,97108,Marc Caro,Marie-Laure Dougnac|Dominique Pinon|Pascal Benezech|See full cast &amp; crew|
1175,101700,Krzysztof Kieslowski,Irène Jacob|Wladyslaw Kowalski|Halina Gryglaszewska|See full cast &amp; crew|
1176,101765,Mike Newell,Alfred Molina|Joan Plowright|Miranda Richardson|See full cast &amp; crew|
1177,101811,Stanley Kubrick,Kirk Douglas|Ralph Meeker|Adolphe Menjou|See full cast &amp; crew|
1178,50825,Stephen Frears,Anjelica Huston|John Cusack|Annette Bening|See full cast &amp; crew|
1179,99703,Peter Chelsom,Ned Beatty|Adrian Dunbar|Brian Flanagan|See full cast &amp; crew|
1180,102014,Anthony Minghella,Ralph Fiennes|Juliette Binoche|Willem Dafoe|See full cast &amp; crew|
1183,116209,Gabriele Salvatores,Diego Abatantuono|Claudio Bigagli|Giuseppe Cederna|See full cast &amp; crew|
1184,102426,Jim Sheridan,Daniel Day-Lewis|Brenda Fricker|Alison Whelan|See full cast &amp; crew|
1185,97937,Steven Soderbergh,James Spader|Andie MacDowell|Peter Gallagher|See full cast &amp; crew|
1186,98724,John Sayles,Mary McDonnell|Alfre Woodard|Angela Bassett|See full cast &amp; crew|
1187,105107,Baz Luhrmann,Paul Mercurio|Tara Morice|Bill Hunter|See full cast &amp; crew|
1188,105488,Errol Morris,Randall Adams|David Ray Harris|Gus Rose|See full cast &amp; crew|
1189,96257,Pedro Almodóvar,Victoria Abril|Antonio Banderas|Loles León|See full cast &amp; crew|
1190,101026,Alek Keshishian,Madonna|Donna DeLory|Niki Harris|See full cast &amp; crew|
1191,102370,Jennie Livingston,Brooke Xtravaganza|André Christian|Dorian Corey|See full cast &amp; crew|
1192,100332,Milos Forman,Jack Nicholson|Louise Fletcher|Will Sampson|See full cast &amp; crew|
1193,73486,Lou Adler,Cheech Marin|Tommy Chong|Strother Martin|See full cast &amp; crew|
1194,78446,Irvin Kershner,Mark Hamill|Harrison Ford|Carrie Fisher|See full cast &amp; crew|
1196,80684,Rob Reiner,Cary Elwes|Mandy Patinkin|Robin Wright|See full cast &amp; crew|
1197,93779,Steven Spielberg,Harrison Ford|Karen Allen|Paul Freeman|See full cast &amp; crew|
1198,82971,Terry Gilliam,Jonathan Pryce|Kim Greist|Robert De Niro|See full cast &amp; crew|
1199,88846,James Cameron,Sigourney Weaver|Michael Biehn|Carrie Henn|See full cast &amp; crew|
1200,90605,Sergio Leone,Clint Eastwood|Eli Wallach|Lee Van Cleef|See full cast &amp; crew|
1201,60196,Bruce Robinson,Richard E. Grant|Paul McGann|Richard Griffiths|See full cast &amp; crew|
1202,94336,Sidney Lumet,Henry Fonda|Lee J. Cobb|Martin Balsam|See full cast &amp; crew|
1203,50083,David Lean,Peter O'Toole|Alec Guinness|Anthony Quinn|See full cast &amp; crew|
1204,56172,Stanley Kubrick,Malcolm McDowell|Patrick Magee|Michael Bates|See full cast &amp; crew|
1206,66921,Robert Mulligan,Gregory Peck|John Megna|Frank Overton|See full cast &amp; crew|
1207,56592,Francis Ford Coppola,Martin Sheen|Marlon Brando|Robert Duvall|See full cast &amp; crew|
1208,78788,Sergio Leone,Henry Fonda|Charles Bronson|Claudia Cardinale|See full cast &amp; crew|
1209,64116,Richard Marquand,Mark Hamill|Harrison Ford|Carrie Fisher|See full cast &amp; crew|
1210,86190,Wim Wenders,Bruno Ganz|Solveig Dommartin|Otto Sander|See full cast &amp; crew|
1211,93191,Carol Reed,Orson Welles|Joseph Cotten|Alida Valli|See full cast &amp; crew|
1212,41959,Martin Scorsese,Robert De Niro|Ray Liotta|Joe Pesci|See full cast &amp; crew|
1213,99685,Ridley Scott,Sigourney Weaver|Tom Skerritt|John Hurt|See full cast &amp; crew|
1214,78748,Sam Raimi,Bruce Campbell|Embeth Davidtz|Marcus Gilbert|See full cast &amp; crew|
1215,106308,Luc Besson,Jean-Marc Barr|Jean Reno|Rosanna Arquette|See full cast &amp; crew|
1216,95250,Akira Kurosawa,Tatsuya Nakadai|Akira Terao|Jinpachi Nezu|See full cast &amp; crew|
1217,89881,John Woo,Yun-Fat Chow|Danny Lee|Sally Yeh|See full cast &amp; crew|
1218,97202,Alfred Hitchcock,Anthony Perkins|Janet Leigh|Vera Miles|See full cast &amp; crew|
1219,54215,John Landis,John Belushi|Dan Aykroyd|Cab Calloway|See full cast &amp; crew|
1220,80455,Francis Ford Coppola,Al Pacino|Robert De Niro|Robert Duvall|See full cast &amp; crew|
1221,71562,Stanley Kubrick,Matthew Modine|R. Lee Ermey|Vincent D'Onofrio|See full cast &amp; crew|
1222,93058,Nick Park,Peter Sallis|Peter Hawkins|
1223,104361,Kenneth Branagh,Kenneth Branagh|Derek Jacobi|Simon Shepherd|See full cast &amp; crew|
1224,97499,Milos Forman,F. Murray Abraham|Tom Hulce|Elizabeth Berridge|See full cast &amp; crew|
1225,86879,John Ford,John Wayne|Maureen O'Hara|Barry Fitzgerald|See full cast &amp; crew|
1226,45061,Sergio Leone,Robert De Niro|James Woods|Elizabeth McGovern|See full cast &amp; crew|
1227,87843,Martin Scorsese,Robert De Niro|Cathy Moriarty|Joe Pesci|See full cast &amp; crew|
1228,81398,Woody Allen,Woody Allen|Diane Keaton|Tony Roberts|See full cast &amp; crew|
1230,75686,Philip Kaufman,Sam Shepard|Scott Glenn|Ed Harris|See full cast &amp; crew|
1231,86197,Andrei Tarkovsky,Alisa Freyndlikh|Aleksandr Kaydanovskiy|Anatoliy Solonitsyn|See full cast &amp; crew|
1232,79944,Wolfgang Petersen,Jürgen Prochnow|Herbert Grönemeyer|Klaus Wennemann|See full cast &amp; crew|
1233,82096,George Roy Hill,Paul Newman|Robert Redford|Robert Shaw|See full cast &amp; crew|
1234,70735,Hal Ashby,Ruth Gordon|Bud Cort|Vivian Pickles|See full cast &amp; crew|
1235,67185,Hal Hartley,Adrienne Shelly|Martin Donovan|Rebecca Nelson|See full cast &amp; crew|
1236,103130,Ingmar Bergman,Max von Sydow|Gunnar Björnstrand|Bengt Ekerot|See full cast &amp; crew|
1237,50976,Bill Forsyth,Burt Lancaster|Peter Riegert|Fulton Mackay|See full cast &amp; crew|
1238,85859,James Cameron,Arnold Schwarzenegger|Linda Hamilton|Michael Biehn|See full cast &amp; crew|
1240,88247,Peter Jackson,Timothy Balme|Diana Peñalver|Elizabeth Moody|See full cast &amp; crew|
1241,103873,Edward Zwick,Matthew Broderick|Denzel Washington|Cary Elwes|See full cast &amp; crew|
1242,97441,Tom Stoppard,Gary Oldman|Tim Roth|Richard Dreyfuss|See full cast &amp; crew|
1243,100519,Woody Allen,Woody Allen|Diane Keaton|Mariel Hemingway|See full cast &amp; crew|
1244,79522,Joel Coen,Gabriel Byrne|Albert Finney|John Turturro|See full cast &amp; crew|
1245,100150,Peter Weir,Robin Williams|Robert Sean Leonard|Ethan Hawke|See full cast &amp; crew|
1246,97165,Mike Nichols,Dustin Hoffman|Anne Bancroft|Katharine Ross|See full cast &amp; crew|
1247,61722,Orson Welles,Charlton Heston|Orson Welles|Janet Leigh|See full cast &amp; crew|
1248,52311,Luc Besson,Anne Parillaud|Marc Duret|Patrick Fontana|See full cast &amp; crew|
1249,100263,David Lean,William Holden|Alec Guinness|Jack Hawkins|See full cast &amp; crew|
1250,50212,Federico Fellini,Marcello Mastroianni|Anouk Aimée|Claudia Cardinale|See full cast &amp; crew|
1251,56801,Roman Polanski,Jack Nicholson|Faye Dunaway|John Huston|See full cast &amp; crew|
1252,71315,Robert Wise,Michael Rennie|Patricia Neal|Hugh Marlowe|See full cast &amp; crew|
1253,43456,John Huston,Humphrey Bogart|Walter Huston|Tim Holt|See full cast &amp; crew|
1254,40897,Peter Jackson,Terry Potter|Pete O'Herne|Craig Smith|See full cast &amp; crew|
1255,92610,Leo McCarey,Groucho Marx|Harpo Marx|Chico Marx|See full cast &amp; crew|
1256,23969,Savage Steve Holland,John Cusack|David Ogden Stiers|Kim Darby|See full cast &amp; crew|
1257,88794,Stanley Kubrick,Jack Nicholson|Shelley Duvall|Danny Lloyd|See full cast &amp; crew|
1258,81505,Rob Reiner,Wil Wheaton|River Phoenix|Corey Feldman|See full cast &amp; crew|
1259,92005,Fritz Lang,Peter Lorre|Ellen Widmann|Inge Landgut|See full cast &amp; crew|
1260,22100,Sam Raimi,Bruce Campbell|Sarah Berry|Dan Hicks|See full cast &amp; crew|
1261,92991,John Sturges,Steve McQueen|James Garner|Richard Attenborough|See full cast &amp; crew|
1262,57115,Michael Cimino,Robert De Niro|Christopher Walken|John Cazale|See full cast &amp; crew|
1263,77416,Jean-Jacques Beineix,Wilhelmenia Fernandez|Frédéric Andréi|Richard Bohringer|See full cast &amp; crew|
1264,82269,Harold Ramis,Bill Murray|Andie MacDowell|Chris Elliott|See full cast &amp; crew|
1265,107048,Clint Eastwood,Clint Eastwood|Gene Hackman|Morgan Freeman|See full cast &amp; crew|
1266,105695,John Frankenheimer,Frank Sinatra|Laurence Harvey|Janet Leigh|See full cast &amp; crew|
1267,56218,Allan Moyle,Christian Slater|Samantha Mathis|Anthony Lucero|See full cast &amp; crew|
1268,100436,Frank Capra,Cary Grant|Priscilla Lane|Raymond Massey|See full cast &amp; crew|
1269,36613,Robert Zemeckis,Michael J. Fox|Christopher Lloyd|Lea Thompson|See full cast &amp; crew|
1270,88763,Jon Avnet,Kathy Bates|Jessica Tandy|Mary Stuart Masterson|See full cast &amp; crew|
1271,101921,Franklin J. Schaffner,George C. Scott|Karl Malden|Stephen Young|See full cast &amp; crew|
1272,66206,Jim Jarmusch,Tom Waits|John Lurie|Roberto Benigni|See full cast &amp; crew|
1273,90967,Katsuhiro Ôtomo,Mitsuo Iwata|Nozomu Sasaki|Mami Koyama|See full cast &amp; crew|
1274,94625,Russell Mulcahy,Christopher Lambert|Sean Connery|Clancy Brown|See full cast &amp; crew|
1275,91203,Stuart Rosenberg,Paul Newman|George Kennedy|Strother Martin|See full cast &amp; crew|
1276,61512,Jean-Paul Rappeneau,Gérard Depardieu|Anne Brochet|Vincent Perez|See full cast &amp; crew|
1277,99334,Mel Brooks,Gene Wilder|Madeline Kahn|Marty Feldman|See full cast &amp; crew|
1278,72431,Jim Jarmusch,Winona Ryder|Gena Rowlands|Lisanne Falk|See full cast &amp; crew|
1279,102536,Yimou Zhang,Li Gong|Jingwu Ma|Saifei He|See full cast &amp; crew|
1280,101640,Charles Chaplin,Charles Chaplin|Paulette Goddard|Jack Oakie|See full cast &amp; crew|
1281,32553,James Algar,Leopold Stokowski|Deems Taylor|The Philadelphia Orchestra|See full cast &amp; crew|
1282,32455,Fred Zinnemann,Gary Cooper|Grace Kelly|Thomas Mitchell|See full cast &amp; crew|
1283,44706,Howard Hawks,Humphrey Bogart|Lauren Bacall|John Ridgely|See full cast &amp; crew|
1284,38355,Michael Lehmann,Winona Ryder|Christian Slater|Shannen Doherty|See full cast &amp; crew|
1285,97493,Jeannot Szwarc,Christopher Reeve|Jane Seymour|Christopher Plummer|See full cast &amp; crew|
1286,81534,William Wyler,Charlton Heston|Jack Hawkins|Stephen Boyd|See full cast &amp; crew|
1287,52618,Rob Reiner,Rob Reiner|Michael McKean|Christopher Guest|See full cast &amp; crew|
1288,88258,Godfrey Reggio,Edward Asner|Pat Benatar|Jerry Brown|See full cast &amp; crew|
1289,85809,Howard Deutch,Eric Stoltz|Mary Stuart Masterson|Lea Thompson|See full cast &amp; crew|
1290,94006,Steven Spielberg,Harrison Ford|Sean Connery|Alison Doody|See full cast &amp; crew|
1291,97576,Hal Ashby,Peter Sellers|Shirley MacLaine|Melvyn Douglas|See full cast &amp; crew|
1292,78841,Richard Attenborough,Ben Kingsley|John Gielgud|Rohini Hattangadi|See full cast &amp; crew|
1293,83987,Philip Kaufman,Daniel Day-Lewis|Juliette Binoche|Lena Olin|See full cast &amp; crew|
1295,96332,James Ivory,Maggie Smith|Helena Bonham Carter|Denholm Elliott|See full cast &amp; crew|
1296,91867,Martha Coolidge,Val Kilmer|Gabriel Jarret|Michelle Meyrink|See full cast &amp; crew|
1297,89886,Alan Parker,Bob Geldof|Christine Hargreaves|James Laurenson|See full cast &amp; crew|
1298,84503,Roland Joffé,Sam Waterston|Haing S. Ngor|John Malkovich|See full cast &amp; crew|
1299,87553,Lasse Hallström,Anton Glanzelius|Tomas von Brömssen|Anki Lidén|See full cast &amp; crew|
1300,89606,Fred M. Wilcox,Walter Pidgeon|Anne Francis|Leslie Nielsen|See full cast &amp; crew|
1301,49223,Phil Alden Robinson,Kevin Costner|James Earl Jones|Ray Liotta|See full cast &amp; crew|
1302,97351,John Huston,Sean Connery|Michael Caine|Christopher Plummer|See full cast &amp; crew|
1303,73341,George Roy Hill,Paul Newman|Robert Redford|Katharine Ross|See full cast &amp; crew|
1304,64115,Wim Wenders,Harry Dean Stanton|Nastassja Kinski|Dean Stockwell|See full cast &amp; crew|
1305,87884,Wim Wenders,William Hurt|Solveig Dommartin|Pietro Falcone|See full cast &amp; crew|
1306,101458,Rob Reiner,Billy Crystal|Meg Ryan|Carrie Fisher|See full cast &amp; crew|
1307,98635,Doug Pray,7 Year Bitch|Valerie M. Agnew|Carrie Akre|See full cast &amp; crew|
1310,116589,Susan Streitfeld,Tilda Swinton|Amy Madigan|Karen Sillas|See full cast &amp; crew|
1312,116293,Carl Prechezer,Sean Pertwee|Catherine Zeta-Jones|Ewan McGregor|See full cast &amp; crew|
1318,112537,David Fincher,Sigourney Weaver|Charles S. Dutton|Charles Dance|See full cast &amp; crew|
1320,103644,John Landis,David Naughton|Jenny Agutter|Joe Belcher|See full cast &amp; crew|
1321,82010,Tony Randel,Stephen Macht|Shawn Weatherly|Megan Ward|See full cast &amp; crew|
1322,103678,Richard Fleischer,Tony Roberts|Tess Harper|Robert Joy|See full cast &amp; crew|
1323,85159,Steve White,Robin Thomas|Starr Andreeff|Allen Cutler|See full cast &amp; crew|
1324,115535,John Murlowski,Ross Partridge|Julia Nickson|Lala Sloatman|See full cast &amp; crew|
